System,Plot Location,Monitoring Period,Month,Year,lat,lon,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Survival Percentage (%),Number of Days,Living Mussel Count,Ash Free Dry Weight (g),Cooked Flesh Weight (g),Individual Weight (g),Mussel Size Measure,Shell Length (mm),Growth (g per day),Growth (mm per day),Sea Surface Temperature (C),Chlorophyll (mg per m3),Turbidity (FTU),Precipitation
OS,Hammen 184,6.0,Oktober,2020.0,51.62803,3.77248,-4.76,0.23,0.66,72.85714286,24.0,62.5,0.6560706666666666,30.10311,12.435907171428571,59.129274,54.02571317061224,0.0152,0.034,12.85644950561798,1.91575199648954,8.280273934753362,2282.0
OS,Hammen 184,0.0,April,2021.0,51.62803,3.77248,-4.76,0.23,0.66,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,7.980135148314606,3.8152216170444935,2.969995496584565,888.0
OS,Hammen 184,1.0,Mei,2021.0,51.62803,3.77248,-4.76,0.23,0.66,95.71428571,39.0,73.0,0.2401863333333333,31.3939,5.510149,126.049929,40.329254,0.0327,0.0981,10.079191196629214,2.440942629240854,3.33372245,1450.0
OS,Hammen 184,2.0,Juni,2021.0,51.62803,3.77248,-4.76,0.23,0.66,92.85714286,18.0,76.5,0.3958017499999999,33.888271,7.328154,95.467753,43.794923,0.101,0.1925,15.68813001966292,2.150647078586724,2.604143601802656,1994.0
OS,Hammen 184,3.0,Juli,2021.0,51.62803,3.77248,-4.76,0.23,0.66,94.28571429,42.0,72.0,0.5141223333333333,32.072014,8.929242,78.743823,46.718636,0.0381,0.0696,18.047246966292136,2.2949366597865675,2.656406523596238,1092.0
OS,Hammen 184,4.0,Augustus,2021.0,51.62803,3.77248,-4.76,0.23,0.66,82.85714286,43.0,68.0,0.6676376666666668,37.767508,12.125,58.441881,51.785,0.0743,0.1178,19.069012,1.838545929743524,3.1292639844262293,1714.0
OS,Hammen 184,5.0,September,2021.0,51.62803,3.77248,-4.76,0.23,0.66,74.28571429,20.0,76.0,0.786186,38.502072,13.503269,52.62046,52.724231,0.0689,0.047,18.65257891011236,1.6611908162488858,2.757198173828275,342.0
OS,Hammen 184,6.0,Oktober,2021.0,51.62803,3.77248,-4.76,0.23,0.66,81.42857143,25.0,62.5,0.6560706666666666,31.605833,13.943684,50.999987,53.748421,0.0176,0.041,15.60603534831461,1.3489139909573644,4.748545844927008,1706.0
OS,Hammen 184,0.0,April,2022.0,51.62803,3.77248,-4.76,0.23,0.66,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.51135026966292,1.2999599139176758,3.388670442152778,752.0
OS,Hammen 184,1.0,Mei,2022.0,51.62803,3.77248,-4.76,0.23,0.66,83.0,36.0,73.0,0.2401863333333333,24.52,5.7,122.060805,38.7,0.0419,0.1022,11.404871168539326,2.4476554126190475,3.345778576076389,780.0
OS,Hammen 184,2.0,Juni,2022.0,51.62803,3.77248,-4.76,0.23,0.66,70.0,28.0,76.5,0.3958017499999999,28.113004,7.070952,98.850585,42.483095,0.049,0.1351,15.917702578651683,2.110495572148362,3.702315504240095,1406.0
OS,Hammen 184,3.0,Juli,2022.0,51.62803,3.77248,-4.76,0.23,0.66,76.66666667,28.0,72.0,0.5141223333333333,33.167375,9.256739,76.02745,45.683478,0.0781,0.1143,18.794077915730337,1.9077556203705104,2.355614895344405,558.0
OS,Hammen 184,4.0,Augustus,2022.0,51.62803,3.77248,-4.76,0.23,0.66,53.33333333,34.0,68.0,0.6676376666666668,37.830412,10.805625,65.38607,48.176875,0.0456,0.0733,21.005084213483144,2.2574615935812385,2.4015896247720567,470.0
OS,Hammen 184,5.0,September,2022.0,51.62803,3.77248,-4.76,0.23,0.66,53.33333333,29.0,76.0,0.786186,36.058309,12.905312,54.995279,51.32,0.0724,0.1084,21.26170895505618,2.171857368684211,2.5977385373001844,4928.0
OS,Hammen 184,6.0,Oktober,2022.0,51.62803,3.77248,-4.76,0.23,0.66,43.33333333,28.0,62.5,0.6560706666666666,31.540335,13.735769,51.75221,51.746154,0.0297,0.0152,17.17164021910112,2.395597979696153,5.305946177169773,1122.0
OS,Hammen 68C,0.0,April,2017.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,10.931815191860467,4.076710758271605,2.9776942,398.0
OS,Hammen 68C,1.0,Mei,2017.0,51.67948,3.79677,-2.51,0.28,0.73,71.25,33.0,57.0,0.215983,26.377767,3.724561,184.633536,34.562281,0.0407,0.1289,12.491640261627907,2.45326995,3.137229656473989,492.0
OS,Hammen 68C,2.0,Juni,2017.0,51.67948,3.79677,-2.51,0.28,0.73,83.75,26.0,67.0,0.34238,31.63897,4.580597,150.919638,38.016418,0.0329,0.1329,18.13360041860465,1.61563586,2.825384774125,436.0
OS,Hammen 68C,3.0,Juli,2017.0,51.67948,3.79677,-2.51,0.28,0.73,121.25,29.0,97.0,0.558107,34.672832,6.488041,107.496544,42.130722,0.0658,0.1419,19.89695343023256,2.372830799616279,3.9405872443023258,2766.0
OS,Hammen 68C,4.0,Augustus,2017.0,51.67948,3.79677,-2.51,0.28,0.73,90.0,33.0,75.0,0.775619,36.136952,8.3416,84.14548,45.339333,0.0562,0.0972,19.37261675581395,1.66836157175,4.011515360784314,2266.0
OS,Hammen 68C,5.0,September,2017.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,31.0,80.0,0.908081,34.254597,10.67375,66.173139,49.76,0.0752,0.1426,17.614010046511627,1.216769348,3.1645282100000003,3044.0
OS,Hammen 68C,6.0,Oktober,2017.0,51.67948,3.79677,-2.51,0.28,0.73,87.5,36.0,70.0,0.837186,29.985775,11.047143,63.992488,49.98,0.0104,0.0061,14.765127087209306,2.915230777693888,5.21369313,1278.0
OS,Hammen 68C,0.0,April,2018.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.413814389534883,4.163602781676647,4.322364344023669,1454.0
OS,Hammen 68C,1.0,Mei,2018.0,51.67948,3.79677,-2.51,0.28,0.73,90.0,29.0,72.0,0.234926,27.058824,4.722222,146.753321,38.833333,0.0211,0.0756,10.93953473255814,4.163602781676647,4.322364344023669,1566.0
OS,Hammen 68C,2.0,Juni,2018.0,51.67948,3.79677,-2.51,0.28,0.73,87.5,31.0,70.0,0.466144,32.404828,6.154286,113.174315,42.2,0.0462,0.1086,15.239499767441856,3.220925970138536,4.877271988285714,106.0
OS,Hammen 68C,3.0,Juli,2018.0,51.67948,3.79677,-2.51,0.28,0.73,78.75,33.0,63.0,0.711905,33.97,8.73,80.472724,47.67,0.0781,0.1658,18.869092627906973,3.2484488698742986,4.303383180030662,288.0
OS,Hammen 68C,4.0,Augustus,2018.0,51.67948,3.79677,-2.51,0.28,0.73,81.25,34.0,65.0,0.904185,32.819824,10.306154,68.472542,49.61,0.0464,0.0571,21.553901250000003,2.479494369705036,3.4217856394573647,1784.0
OS,Hammen 68C,5.0,September,2018.0,51.67948,3.79677,-2.51,0.28,0.73,83.98666666666666,45.0,80.0,1.022456,35.939629,13.63,52.143569,53.940317,0.0739,0.0962,18.44685184883721,2.6763772235882355,2.244203410420348,1048.0
OS,Hammen 68C,6.0,Oktober,2018.0,51.67948,3.79677,-2.51,0.28,0.73,82.5,15.0,66.0,1.170647,34.839885,13.721212,51.805719,55.82,0.0061,0.1253,15.804790029069762,2.088029974556213,2.0840597,1546.0
OS,Hammen 68C,0.0,April,2019.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.039162156976744,0.4545444789,5.15796339375,366.0
OS,Hammen 68C,1.0,Mei,2019.0,51.67948,3.79677,-2.51,0.28,0.73,88.75,40.0,64.5,0.2741536666666667,33.659491,3.598592,190.929761,34.900845,0.0215,0.0777,11.617680328488373,6.644939255670103,4.852554813833334,578.0
OS,Hammen 68C,2.0,Juni,2019.0,51.67948,3.79677,-2.51,0.28,0.73,46.25,28.0,68.5,0.421777,14.49,6.01,115.821546,41.44,0.0861,0.2335,15.83437110465116,1.9579365737931027,3.4267938127450983,1320.0
OS,Hammen 68C,3.0,Juli,2019.0,51.67948,3.79677,-2.51,0.28,0.73,68.75,28.0,80.0,0.901033,33.79,9.11,77.220713,47.19,0.1107,0.2054,18.851942453488373,4.114570523090206,3.70613090893146,1062.0
OS,Hammen 68C,4.0,Augustus,2019.0,51.67948,3.79677,-2.51,0.28,0.73,60.0,37.0,70.0,1.10974,36.590266,11.93,59.372678,51.05,0.0762,0.1043,19.97140669767441,1.6982540697368422,3.6929105795384616,1026.0
OS,Hammen 68C,5.0,September,2019.0,51.67948,3.79677,-2.51,0.28,0.73,56.25,31.0,80.0,1.136831,33.041492,14.010667,50.762344,53.728667,0.0671,0.0864,18.39704086046512,2.4113106155947914,4.800654508564815,1606.0
OS,Hammen 68C,6.0,Oktober,2019.0,51.67948,3.79677,-2.51,0.28,0.73,72.5,27.0,68.0,1.109491,28.18115,15.708103,45.40861,56.758276,0.0629,0.1122,15.191921401162787,2.403476494166667,4.218759732142857,2062.0
OS,Hammen 68C,0.0,April,2020.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,9.993649145348837,5.1154911436986295,4.449170692694064,310.0
OS,Hammen 68C,1.0,Mei,2020.0,51.67948,3.79677,-2.51,0.28,0.73,98.57142857,27.0,64.5,0.371552,32.13556,5.319855,130.442307,39.68,0.0274,0.0949,12.246739191860469,4.462426850724637,4.1383668166313,148.0
OS,Hammen 68C,2.0,Juni,2020.0,51.67948,3.79677,-2.51,0.28,0.73,94.28571429,37.0,68.5,0.482397,29.283057,7.208636,97.010059,44.648788,0.051,0.1343,15.646012732558145,3.178725236276447,6.136861197851505,2828.0
OS,Hammen 68C,3.0,Juli,2020.0,51.67948,3.79677,-2.51,0.28,0.73,94.28571429,27.0,80.0,0.7236816666666667,39.589443,8.68,80.94669,47.72,0.0545,0.1137,18.48096337209302,3.3385720702349,3.259935884551614,1466.0
OS,Hammen 68C,4.0,Augustus,2020.0,51.67948,3.79677,-2.51,0.28,0.73,88.57142857,49.0,70.0,0.929848,37.481455,11.74129,60.302508,52.17,0.0625,0.0908,20.044140104651163,2.148298243252353,3.379904399619418,1240.0
OS,Hammen 68C,5.0,September,2020.0,51.67948,3.79677,-2.51,0.28,0.73,95.71,45.0,80.0,1.022456,36.60251,13.14403,54.021618,55.27,0.0312,0.0689,18.36268718604651,2.1758821760946745,4.049926776555083,2224.0
OS,Hammen 68C,6.0,Oktober,2020.0,51.67948,3.79677,-2.51,0.28,0.73,74.28571429,24.0,68.0,1.039108,28.963861,14.330192,49.658912,56.29849817142858,0.0494,0.0429,12.858907226744188,2.368499857105264,6.737002344230769,2282.0
OS,Hammen 68C,0.0,April,2021.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.020268350000002,4.007565857720351,3.014139999231818,888.0
OS,Hammen 68C,1.0,Mei,2021.0,51.67948,3.79677,-2.51,0.28,0.73,95.71428571,39.0,64.5,0.2741536666666667,29.928693,5.944478,117.065577,40.581343,0.0438,0.1045,10.035966703488372,3.1437713297479,3.622108455076922,1450.0
OS,Hammen 68C,2.0,Juni,2021.0,51.67948,3.79677,-2.51,0.28,0.73,95.71428571,18.0,68.5,0.4281745,30.206992,6.720299,103.87416,42.792985,0.0431,0.1229,15.677808671511627,3.4100561971272727,3.313975329262295,1994.0
OS,Hammen 68C,3.0,Juli,2021.0,51.67948,3.79677,-2.51,0.28,0.73,84.28571429,42.0,80.0,0.7236816666666667,33.242872,9.617966,73.24323,49.087627,0.069,0.1499,18.023913156976747,2.8416548444444443,3.03566818147234,1092.0
OS,Hammen 68C,4.0,Augustus,2021.0,51.67948,3.79677,-2.51,0.28,0.73,79.95535714249999,43.0,70.0,0.929848,35.75712425,10.660419603773583,73.98628858490565,49.43215860377359,0.0242,0.008,19.03518779069767,2.7983535618985185,3.7847871656737584,1714.0
OS,Hammen 68C,5.0,September,2021.0,51.67948,3.79677,-2.51,0.28,0.73,83.98666666666666,22.0,80.0,1.022456,34.959557,12.280784981132074,70.28697415566037,52.42034098113208,0.0737,0.1358,18.57248823837209,2.7534850387873755,2.914961278588444,342.0
OS,Hammen 68C,6.0,Oktober,2021.0,51.67948,3.79677,-2.51,0.28,0.73,75.71428571,23.0,68.0,1.039108,30.874242,13.821132,51.440669,54.288679,0.067,0.0812,15.611292947674418,1.1394220695454544,5.377469659523809,1706.0
OS,Hammen 68C,0.0,April,2022.0,51.67948,3.79677,-2.51,0.28,0.73,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.481848377906976,1.732634811091787,2.7211284625,752.0
OS,Hammen 68C,1.0,Mei,2022.0,51.67948,3.79677,-2.51,0.28,0.73,80.0,36.0,64.5,0.2741536666666667,27.75,5.17,134.046899,38.3,0.0272,0.0911,11.390080613372094,3.887485479842204,3.794151758898306,780.0
OS,Hammen 68C,2.0,Juni,2022.0,51.67948,3.79677,-2.51,0.28,0.73,83.33333333,28.0,68.5,0.4281745,27.100628,6.529,106.839256,41.3118,0.0485,0.1076,15.833070223837211,2.9528169927393164,3.8074710209687295,1406.0
OS,Hammen 9,0.0,April,2017.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,10.902776158163269,3.438036107631578,2.5303215329113926,398.0
OS,Hammen 9,1.0,Mei,2017.0,51.66852,3.73505,-8.24,0.26,0.8,90.0,33.0,72.0,0.223797,31.965443,3.215278,213.081266,33.485417,0.0253,0.0962,12.484092408163267,2.34624214,2.5351371934343434,492.0
OS,Hammen 9,2.0,Juni,2017.0,51.66852,3.73505,-8.24,0.26,0.8,87.5,26.0,70.0,0.387378,33.489051,4.892857,141.524872,37.672143,0.0645,0.161,17.98021033163265,1.7428433428571428,2.7622159439393936,436.0
OS,Hammen 9,3.0,Juli,2017.0,51.66852,3.73505,-8.24,0.26,0.8,92.5,29.0,74.0,0.618606,38.442356,6.340135,109.939867,42.073378,0.0499,0.1518,19.76360386734694,2.18953088375,3.583795592948718,2766.0
OS,Hammen 9,4.0,Augustus,2017.0,51.66852,3.73505,-8.24,0.26,0.8,33.75,33.0,70.0,0.871998,38.397755,8.907143,78.934226,46.931143,0.0778,0.1472,19.370684469387754,1.66836157175,4.393276404189189,2266.0
OS,Hammen 9,5.0,September,2017.0,51.66852,3.73505,-8.24,0.26,0.8,81.25,31.0,65.0,0.829695,32.191085,10.595385,66.650115,49.8,0.0545,0.0925,17.535642530612247,1.6079981000000003,3.421425815,3044.0
OS,Hammen 9,6.0,Oktober,2017.0,51.66852,3.73505,-8.24,0.26,0.8,81.25,36.0,65.0,0.761085,27.386076,11.475231,61.664744,52.05,0.0244,0.0625,14.890363584183676,2.820045161213124,5.335769222222222,1278.0
OS,Hammen 9,0.0,April,2018.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.477367658163264,4.212476949274509,4.603624491262136,1454.0
OS,Hammen 9,1.0,Mei,2018.0,51.66852,3.73505,-8.24,0.26,0.8,76.25,29.0,61.0,0.291833,31.16931,4.444262,155.215,38.165902,0.0115,0.0526,10.744581464285714,4.212476949274509,4.603624491262136,1566.0
OS,Hammen 9,2.0,Juni,2018.0,51.66852,3.73505,-8.24,0.26,0.8,85.0,31.0,68.0,0.553918,38.265186,6.222059,111.972721,42.85,0.0573,0.1511,15.204654499999998,1.7934057920588236,3.9323088858490567,106.0
OS,Hammen 9,3.0,Juli,2018.0,51.66852,3.73505,-8.24,0.26,0.8,80.0,33.0,64.0,0.864925,36.99,9.2,76.479326,48.55,0.0902,0.1727,18.794785632653063,3.667365026073529,3.780607885043805,288.0
OS,Hammen 9,4.0,Augustus,2018.0,51.66852,3.73505,-8.24,0.26,0.8,82.5,34.0,66.0,1.002385,33.665462,11.024697,64.119462,51.04,0.0537,0.0732,21.49497973979592,2.0691593,3.738666565555555,1784.0
OS,Hammen 9,5.0,September,2018.0,51.66852,3.73505,-8.24,0.26,0.8,62.63888889,45.0,65.0,0.829695,34.000542,13.828036,51.41564,56.022143,0.0623,0.1107,18.519906367346938,2.683248484818182,2.192140735,1048.0
OS,Hammen 9,6.0,Oktober,2018.0,51.66852,3.73505,-8.24,0.26,0.8,72.5,15.0,58.0,1.242003,32.408735,15.632759,45.621893,58.92,0.1203,0.1932,15.931091158163266,2.3394097,2.9425581918367354,1546.0
OS,Hammen 9,0.0,April,2019.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.00710268367347,0.4545444789,5.15796339375,366.0
OS,Hammen 9,1.0,Mei,2019.0,51.66852,3.73505,-8.24,0.26,0.8,88.75,40.0,66.5,0.3072886666666667,36.535552,3.723944,184.663386,35.291831,0.0246,0.0875,11.551689479591836,6.908366387999999,5.670399328571428,578.0
OS,Hammen 9,2.0,Juni,2019.0,51.66852,3.73505,-8.24,0.26,0.8,76.25,28.0,69.0,0.527977,15.06,6.37,109.437491,42.33,0.0945,0.2514,15.82641869132653,1.7284763421861111,4.681943876470589,1320.0
OS,Hammen 9,3.0,Juli,2019.0,51.66852,3.73505,-8.24,0.26,0.8,66.25,28.0,69.0,0.970513,36.33,8.93,78.737312,47.74,0.0914,0.1932,18.68140286734694,4.258085589774366,3.477569203490934,1062.0
OS,Hammen 9,4.0,Augustus,2019.0,51.66852,3.73505,-8.24,0.26,0.8,66.25,37.0,68.0,1.085111,35.539575,12.23,57.952823,52.88,0.0892,0.1389,19.88829580612245,1.5930405558874456,3.3678757366666665,1026.0
OS,Hammen 9,0.0,April,2020.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,9.893540846938777,6.8468110551079135,5.343280682733813,310.0
OS,Hammen 9,1.0,Mei,2020.0,51.66852,3.73505,-8.24,0.26,0.8,98.57142857,27.0,66.5,0.406236,35.124358,5.052029,137.177416,39.59,0.0175,0.0915,12.175494803571429,4.4362467500000005,3.958249480935673,148.0
OS,Hammen 9,2.0,Juni,2020.0,51.66852,3.73505,-8.24,0.26,0.8,52.85714286,37.0,69.0,0.438108,29.59335,6.925405,100.874762,43.626216,0.0506,0.1091,15.477714556122448,3.2830530903768214,6.12090090176584,2828.0
OS,Hammen 9,3.0,Juli,2020.0,51.66852,3.73505,-8.24,0.26,0.8,64.28571429,27.0,69.0,0.8180146666666667,36.294236,8.150667,86.065994,45.28,0.0454,0.0613,18.378877173469387,2.899340163636364,3.1578065797762864,1466.0
OS,Hammen 9,0.0,April,2021.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,7.980869324489795,4.745272842944862,3.127274652142857,888.0
OS,Hammen 9,1.0,Mei,2021.0,51.66852,3.73505,-8.24,0.26,0.8,97.14285714,39.0,66.5,0.3072886666666667,33.005505,5.502647,126.217415,39.676618,0.0325,0.0813,10.129959617346938,3.640922561014493,3.684422483870967,1450.0
OS,Hammen 9,2.0,Juni,2021.0,51.66852,3.73505,-8.24,0.26,0.8,90.0,18.0,69.0,0.47684525,33.973684,6.477937,107.659962,41.701746,0.0542,0.1125,15.457775877551022,2.8793183636586206,2.852242553875,1994.0
OS,Hammen 9,3.0,Juli,2021.0,51.66852,3.73505,-8.24,0.26,0.8,88.57142857,42.0,69.0,0.8180146666666667,38.831668,10.410484,67.80368,50.167258,0.0936,0.2016,17.933755107142858,2.73653630700565,3.3609415303343395,1092.0
OS,Hammen 9,4.0,Augustus,2021.0,51.66852,3.73505,-8.24,0.26,0.8,77.14285714,43.0,68.0,0.986498,39.220611,13.419815,52.939356,54.605185,0.07,0.1032,19.032081622448977,2.859027824054052,3.7813026517857145,1714.0
OS,Hammen 9,5.0,September,2021.0,51.66852,3.73505,-8.24,0.26,0.8,60.0,20.0,65.0,0.829695,33.366355,14.180238,50.170642,55.69355515714285,0.038,0.0544,18.598826413265304,1.6619424670618557,3.1462286203998366,342.0
OS,Hammen 9,6.0,Oktober,2021.0,51.66852,3.73505,-8.24,0.26,0.8,68.57142857,25.0,61.5,1.001544,25.745636,14.619792,48.699975,56.80145568795918,0.0176,0.0443,15.627848591836734,1.1394220695454544,5.239896691139241,1706.0
OS,Hammen 9,0.0,April,2022.0,51.66852,3.73505,-8.24,0.26,0.8,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.440163010204081,2.1733651,3.4951998132061064,752.0
OS,Hammen 9,1.0,Mei,2022.0,51.66852,3.73505,-8.24,0.26,0.8,88.0,36.0,66.5,0.3072886666666667,31.19,5.08,136.520305,38.0,0.0247,0.0828,11.282347285714284,3.2816652216294733,3.682252203202254,780.0
OS,Hammen 9,2.0,Juni,2022.0,51.66852,3.73505,-8.24,0.26,0.8,70.0,28.0,69.0,0.47684525,34.119632,7.196667,97.167307,42.119762,0.0756,0.1471,15.721975390306124,3.0729132916666666,3.812791962003828,1406.0
OS,Hammen 9,3.0,Juli,2022.0,51.66852,3.73505,-8.24,0.26,0.8,75.0,28.0,69.0,0.8180146666666667,33.245644,9.207556,76.423221,46.685333,0.0718,0.1631,18.59355617857143,1.97566303096875,2.6907176807248985,558.0
OS,Hammen 9,4.0,Augustus,2022.0,51.66852,3.73505,-8.24,0.26,0.8,60.0,34.0,68.0,0.986498,33.830554,10.875278,64.977896,48.505556,0.0491,0.0535,20.849356530612248,2.935716235489372,2.7815804855454545,470.0
OS,Hammen 9,5.0,September,2022.0,51.66852,3.73505,-8.24,0.26,0.8,46.66666667,29.0,65.0,0.829695,28.010641,12.082143,58.643909,50.96,0.0416,0.0846,21.119643438775512,2.38133336,3.2872913840896354,4928.0
OS,Hammen 9,6.0,Oktober,2022.0,51.66852,3.73505,-8.24,0.26,0.8,60.0,35.0,61.5,1.001544,29.508884,13.913889,51.106422,53.496944,0.0523,0.0725,16.205276081632654,3.4490323,5.331862115178572,1122.0
OS,Mastgat 22,0.0,April,2017.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.149981235849058,0.207713085,0.1064818677777777,398.0
OS,Mastgat 22,1.0,Mei,2017.0,51.62133,4.08528,-6.28,0.26,1.0,73.75,33.0,59.0,0.306891,41.836252,3.581356,191.825235,36.271918,0.0364,0.1807,12.741038216981137,3.5957271283269234,1.5163817455211266,492.0
OS,Mastgat 22,2.0,Juni,2017.0,51.62133,4.08528,-6.28,0.26,1.0,72.5,26.0,58.0,0.477491,36.194258,5.644828,123.118032,40.528382,0.0794,0.1637,18.58650931132076,2.6503307222222223,1.3702,436.0
OS,Mastgat 22,3.0,Juli,2017.0,51.62133,4.08528,-6.28,0.26,1.0,81.25,29.0,65.0,0.719224,40.019888,7.271385,96.194087,43.7656,0.0561,0.1116,20.013529698113206,3.7747723183025954,1.7360011652777776,2766.0
OS,Mastgat 22,4.0,Augustus,2017.0,51.62133,4.08528,-6.28,0.26,1.0,86.25,33.0,72.0,0.909499,38.624422,8.854861,79.388406,46.230854,0.048,0.0747,19.55673681132075,3.4849411,1.5883708474999998,2266.0
OS,Mastgat 22,5.0,September,2017.0,51.62133,4.08528,-6.28,0.26,1.0,75.0,31.0,60.0,0.864282,32.295845,10.388333,67.944789,48.54,0.0495,0.0745,17.860171320754713,3.692105292,1.2354394,3044.0
OS,Mastgat 22,6.0,Oktober,2017.0,51.62133,4.08528,-6.28,0.26,1.0,67.5,36.0,54.0,0.850224,31.072027,10.834444,65.216556,50.09,0.0124,0.0431,14.589688301886794,2.0230268295895524,1.4271162145789476,1278.0
OS,Mastgat 22,0.0,April,2018.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.607471311320754,7.059672499047618,3.293647214583333,1454.0
OS,Mastgat 22,1.0,Mei,2018.0,51.62133,4.08528,-6.28,0.26,1.0,91.25,29.0,73.0,0.240264,25.989209,4.569863,151.132557,39.252466,0.0159,0.0901,11.330885981132075,7.059672499047618,3.293647214583333,1566.0
OS,Mastgat 22,2.0,Juni,2018.0,51.62133,4.08528,-6.28,0.26,1.0,82.5,31.0,66.0,0.610591,35.396926,7.195455,97.18326,44.86,0.0847,0.1809,15.366755688679246,4.944837606885714,1.685459768001543,106.0
OS,Mastgat 22,3.0,Juli,2018.0,51.62133,4.08528,-6.28,0.26,1.0,73.75,33.0,59.0,0.729027,33.51,8.6,81.684392,46.71,0.0426,0.0561,19.22162441509434,6.270979886999999,2.682105538125,288.0
OS,Mastgat 22,4.0,Augustus,2018.0,51.62133,4.08528,-6.28,0.26,1.0,77.5,34.0,62.0,0.89234,33.869348,9.96,70.790808,47.77,0.04,0.0312,22.06337841509433,6.4765258333333335,2.0650831213207548,1784.0
OS,Mastgat 22,5.0,September,2018.0,51.62133,4.08528,-6.28,0.26,1.0,73.8084523825,45.0,60.0,0.864282,34.216387,11.525667,61.40174,51.885833,0.0348,0.0915,18.39462175471698,4.839833544722222,1.215297471098124,1048.0
OS,Mastgat 22,6.0,Oktober,2018.0,51.62133,4.08528,-6.28,0.26,1.0,78.75,15.0,63.0,0.855397,31.599449,11.531746,61.370192,52.7682113,0.0004,0.0588,15.483979490566036,5.45013715,1.6713291284077672,1546.0
OS,Mastgat 22,0.0,April,2019.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.739113886792452,0.4545444789,5.15796339375,366.0
OS,Mastgat 22,0.0,April,2020.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.277377179245285,1.896131106052632,1.7871408503703703,310.0
OS,Mastgat 22,1.0,Mei,2020.0,51.62133,4.08528,-6.28,0.26,1.0,99.0,27.0,66.0,0.394301,33.596861,5.022353,137.967321,40.06,0.0164,0.1089,12.83520771226415,5.541895109558824,2.144807927209303,148.0
OS,Mastgat 22,2.0,Juni,2020.0,51.62133,4.08528,-6.28,0.26,1.0,88.57142857,37.0,62.0,0.808439,41.893627,8.290968,84.646258,47.125645,0.0883,0.191,16.269431150943394,3.163602416575757,1.5137359785211268,2828.0
OS,Mastgat 22,3.0,Juli,2020.0,51.62133,4.08528,-6.28,0.26,1.0,87.14285714,27.0,62.0,0.7241255,42.553292,10.381967,67.985183,49.47,0.0774,0.0868,19.00390739622642,4.6543718583333336,1.883173766351352,1466.0
OS,Mastgat 22,4.0,Augustus,2020.0,51.62133,4.08528,-6.28,0.26,1.0,75.71428571,49.0,67.0,0.9009195,40.128501,13.390943,53.050594,52.23,0.0614,0.0563,20.214054924528305,2.8715939416666663,1.6241203289130437,1240.0
OS,Mastgat 22,5.0,September,2020.0,51.62133,4.08528,-6.28,0.26,1.0,75.71,45.0,60.0,0.864282,39.204669,13.935094,51.030626,54.52,0.0121,0.0509,18.437189735849056,4.544032979,1.648103609425065,2224.0
OS,Mastgat 22,6.0,Oktober,2020.0,51.62133,4.08528,-6.28,0.26,1.0,82.85714286,24.0,58.5,0.8528104999999999,36.022824,15.047931,47.349079,56.21,0.0464,0.0704,12.875170481132075,4.057506821739131,1.6606070599999998,2282.0
