Plot Location,Monitoring Period,Year,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Number of Days,Living Mussel Count,Growth (g per day),Water Temperature (C),Chlorophyll,Turbidity (FTU),Precipitation,Living Mussel Count_lag,Ash Free Dry Weight (g)_lag,Individual Weight (g)_lag,Water Temperature (C)_lag,Chlorophyll_lag,Turbidity (FTU)_lag,Precipitation_lag
Hammen 68C,3,2,-2.51,0.28,0.73,37.0,70.0,0.0762,19.97140669767441,1.6982540697368422,3.6929105795384616,1026.0,80.0,0.901033,9.11,18.851942453488373,4.114570523090206,3.70613090893146,1062.0
Hammen 68C,4,2,-2.51,0.28,0.73,31.0,80.0,0.0671,18.39704086046512,2.4113106155947914,4.800654508564815,1606.0,70.0,1.10974,11.93,19.97140669767441,1.6982540697368422,3.6929105795384616,1026.0
Hammen 68C,5,2,-2.51,0.28,0.73,27.0,68.0,0.0629,15.191921401162787,2.403476494166667,4.218759732142857,2062.0,80.0,1.136831,14.010667,18.39704086046512,2.4113106155947914,4.800654508564815,1606.0
Hammen 68C,0,3,-2.51,0.28,0.73,27.0,64.5,0.0274,12.246739191860469,4.462426850724637,4.1383668166313,148.0,80.0,0.211516,4.579348,9.993649145348837,5.1154911436986295,4.449170692694064,310.0
Hammen 68C,1,3,-2.51,0.28,0.73,37.0,68.5,0.051,15.646012732558145,3.178725236276447,6.136861197851505,2828.0,64.5,0.371552,5.319855,12.246739191860469,4.462426850724637,4.1383668166313,148.0
Hammen 68C,2,3,-2.51,0.28,0.73,27.0,80.0,0.0545,18.48096337209302,3.3385720702349,3.259935884551614,1466.0,68.5,0.482397,7.208636,15.646012732558145,3.178725236276447,6.136861197851505,2828.0
Hammen 68C,3,3,-2.51,0.28,0.73,49.0,70.0,0.0625,20.044140104651163,2.148298243252353,3.379904399619418,1240.0,80.0,0.7236816666666667,8.68,18.48096337209302,3.3385720702349,3.259935884551614,1466.0
Hammen 68C,4,3,-2.51,0.28,0.73,45.0,80.0,0.0312,18.36268718604651,2.1758821760946745,4.049926776555083,2224.0,70.0,0.929848,11.74129,20.044140104651163,2.148298243252353,3.379904399619418,1240.0
Hammen 68C,5,3,-2.51,0.28,0.73,24.0,68.0,0.0494,12.858907226744188,2.368499857105264,6.737002344230769,2282.0,80.0,1.022456,13.14403,18.36268718604651,2.1758821760946745,4.049926776555083,2224.0
Hammen 68C,0,4,-2.51,0.28,0.73,39.0,64.5,0.0438,10.035966703488372,3.1437713297479,3.622108455076922,1450.0,80.0,0.19,4.2353,8.020268350000002,4.007565857720351,3.014139999231818,888.0
Hammen 68C,1,4,-2.51,0.28,0.73,18.0,68.5,0.0431,15.677808671511627,3.4100561971272727,3.313975329262295,1994.0,64.5,0.2741536666666667,5.944478,10.035966703488372,3.1437713297479,3.622108455076922,1450.0
Hammen 68C,2,4,-2.51,0.28,0.73,42.0,80.0,0.069,18.023913156976747,2.8416548444444443,3.03566818147234,1092.0,68.5,0.4281745,6.720299,15.677808671511627,3.4100561971272727,3.313975329262295,1994.0
Hammen 68C,3,4,-2.51,0.28,0.73,43.0,70.0,0.0242,19.03518779069767,2.7983535618985185,3.7847871656737584,1714.0,80.0,0.7236816666666667,9.617966,18.023913156976747,2.8416548444444443,3.03566818147234,1092.0
Hammen 68C,4,4,-2.51,0.28,0.73,22.0,80.0,0.0737,18.57248823837209,2.7534850387873755,2.914961278588444,342.0,70.0,0.929848,10.660419603773583,19.03518779069767,2.7983535618985185,3.7847871656737584,1714.0
Hammen 68C,5,4,-2.51,0.28,0.73,23.0,68.0,0.067,15.611292947674418,1.1394220695454544,5.377469659523809,1706.0,80.0,1.022456,12.280784981132074,18.57248823837209,2.7534850387873755,2.914961278588444,342.0
Hammen 68C,0,5,-2.51,0.28,0.73,36.0,64.5,0.0272,11.390080613372094,3.887485479842204,3.794151758898306,780.0,80.0,0.79,4.19,8.481848377906976,1.732634811091787,2.7211284625,752.0
Hammen 68C,1,5,-2.51,0.28,0.73,28.0,68.5,0.0485,15.833070223837211,2.9528169927393164,3.8074710209687295,1406.0,64.5,0.2741536666666667,5.17,11.390080613372094,3.887485479842204,3.794151758898306,780.0
Hammen 9,0,0,-8.24,0.26,0.8,33.0,72.0,0.0253,12.484092408163267,2.34624214,2.5351371934343434,492.0,80.0,0.100018,2.38,10.902776158163269,3.438036107631578,2.5303215329113926,398.0
Hammen 9,1,0,-8.24,0.26,0.8,26.0,70.0,0.0645,17.98021033163265,1.7428433428571428,2.7622159439393936,436.0,72.0,0.223797,3.215278,12.484092408163267,2.34624214,2.5351371934343434,492.0
Hammen 9,2,0,-8.24,0.26,0.8,29.0,74.0,0.0499,19.76360386734694,2.18953088375,3.583795592948718,2766.0,70.0,0.387378,4.892857,17.98021033163265,1.7428433428571428,2.7622159439393936,436.0
Hammen 9,3,0,-8.24,0.26,0.8,33.0,70.0,0.0778,19.370684469387754,1.66836157175,4.393276404189189,2266.0,74.0,0.618606,6.340135,19.76360386734694,2.18953088375,3.583795592948718,2766.0
Hammen 9,4,0,-8.24,0.26,0.8,31.0,65.0,0.0545,17.535642530612247,1.6079981000000003,3.421425815,3044.0,70.0,0.871998,8.907143,19.370684469387754,1.66836157175,4.393276404189189,2266.0
Hammen 9,5,0,-8.24,0.26,0.8,36.0,65.0,0.0244,14.890363584183676,2.820045161213124,5.335769222222222,1278.0,65.0,0.829695,10.595385,17.535642530612247,1.6079981000000003,3.421425815,3044.0
Hammen 9,0,1,-8.24,0.26,0.8,29.0,61.0,0.0115,10.744581464285714,4.212476949274509,4.603624491262136,1566.0,80.0,0.219611,4.11,8.477367658163264,4.212476949274509,4.603624491262136,1454.0
Hammen 9,1,1,-8.24,0.26,0.8,31.0,68.0,0.0573,15.204654499999998,1.7934057920588236,3.9323088858490567,106.0,61.0,0.291833,4.444262,10.744581464285714,4.212476949274509,4.603624491262136,1566.0
Hammen 9,2,1,-8.24,0.26,0.8,33.0,64.0,0.0902,18.794785632653063,3.667365026073529,3.780607885043805,288.0,68.0,0.553918,6.222059,15.204654499999998,1.7934057920588236,3.9323088858490567,106.0
Hammen 9,3,1,-8.24,0.26,0.8,34.0,66.0,0.0537,21.49497973979592,2.0691593,3.738666565555555,1784.0,64.0,0.864925,9.2,18.794785632653063,3.667365026073529,3.780607885043805,288.0
Hammen 9,4,1,-8.24,0.26,0.8,45.0,65.0,0.0623,18.519906367346938,2.683248484818182,2.192140735,1048.0,66.0,1.002385,11.024697,21.49497973979592,2.0691593,3.738666565555555,1784.0
Hammen 9,5,1,-8.24,0.26,0.8,15.0,58.0,0.1203,15.931091158163266,2.3394097,2.9425581918367354,1546.0,65.0,0.829695,13.828036,18.519906367346938,2.683248484818182,2.192140735,1048.0
Hammen 9,0,2,-8.24,0.26,0.8,40.0,66.5,0.0246,11.551689479591836,6.908366387999999,5.670399328571428,578.0,80.0,0.3022289999999999,2.74,9.00710268367347,0.4545444789,5.15796339375,366.0
Hammen 9,1,2,-8.24,0.26,0.8,28.0,69.0,0.0945,15.82641869132653,1.7284763421861111,4.681943876470589,1320.0,66.5,0.3072886666666667,3.723944,11.551689479591836,6.908366387999999,5.670399328571428,578.0
Hammen 9,2,2,-8.24,0.26,0.8,28.0,69.0,0.0914,18.68140286734694,4.258085589774366,3.477569203490934,1062.0,69.0,0.527977,6.37,15.82641869132653,1.7284763421861111,4.681943876470589,1320.0
Hammen 9,3,2,-8.24,0.26,0.8,37.0,68.0,0.0892,19.88829580612245,1.5930405558874456,3.3678757366666665,1026.0,69.0,0.970513,8.93,18.68140286734694,4.258085589774366,3.477569203490934,1062.0
Hammen 9,0,3,-8.24,0.26,0.8,27.0,66.5,0.0175,12.175494803571429,4.4362467500000005,3.958249480935673,148.0,80.0,0.211516,4.579348,9.893540846938777,6.8468110551079135,5.343280682733813,310.0
Hammen 9,1,3,-8.24,0.26,0.8,37.0,69.0,0.0506,15.477714556122448,3.2830530903768214,6.12090090176584,2828.0,66.5,0.406236,5.052029,12.175494803571429,4.4362467500000005,3.958249480935673,148.0
Hammen 9,2,3,-8.24,0.26,0.8,27.0,69.0,0.0454,18.378877173469387,2.899340163636364,3.1578065797762864,1466.0,69.0,0.438108,6.925405,15.477714556122448,3.2830530903768214,6.12090090176584,2828.0
Hammen 9,0,4,-8.24,0.26,0.8,39.0,66.5,0.0325,10.129959617346938,3.640922561014493,3.684422483870967,1450.0,80.0,0.19,4.2353,7.980869324489795,4.745272842944862,3.127274652142857,888.0
Hammen 9,1,4,-8.24,0.26,0.8,18.0,69.0,0.0542,15.457775877551022,2.8793183636586206,2.852242553875,1994.0,66.5,0.3072886666666667,5.502647,10.129959617346938,3.640922561014493,3.684422483870967,1450.0
Hammen 9,2,4,-8.24,0.26,0.8,42.0,69.0,0.0936,17.933755107142858,2.73653630700565,3.3609415303343395,1092.0,69.0,0.47684525,6.477937,15.457775877551022,2.8793183636586206,2.852242553875,1994.0
Hammen 9,3,4,-8.24,0.26,0.8,43.0,68.0,0.07,19.032081622448977,2.859027824054052,3.7813026517857145,1714.0,69.0,0.8180146666666667,10.410484,17.933755107142858,2.73653630700565,3.3609415303343395,1092.0
Hammen 9,4,4,-8.24,0.26,0.8,20.0,65.0,0.038,18.598826413265304,1.6619424670618557,3.1462286203998366,342.0,68.0,0.986498,13.419815,19.032081622448977,2.859027824054052,3.7813026517857145,1714.0
Hammen 9,5,4,-8.24,0.26,0.8,25.0,61.5,0.0176,15.627848591836734,1.1394220695454544,5.239896691139241,1706.0,65.0,0.829695,14.180238,18.598826413265304,1.6619424670618557,3.1462286203998366,342.0
Hammen 9,0,5,-8.24,0.26,0.8,36.0,66.5,0.0247,11.282347285714284,3.2816652216294733,3.682252203202254,780.0,80.0,0.79,4.19,8.440163010204081,2.1733651,3.4951998132061064,752.0
Hammen 9,1,5,-8.24,0.26,0.8,28.0,69.0,0.0756,15.721975390306124,3.0729132916666666,3.812791962003828,1406.0,66.5,0.3072886666666667,5.08,11.282347285714284,3.2816652216294733,3.682252203202254,780.0
Hammen 9,2,5,-8.24,0.26,0.8,28.0,69.0,0.0718,18.59355617857143,1.97566303096875,2.6907176807248985,558.0,69.0,0.47684525,7.196667,15.721975390306124,3.0729132916666666,3.812791962003828,1406.0
Hammen 9,3,5,-8.24,0.26,0.8,34.0,68.0,0.0491,20.849356530612248,2.935716235489372,2.7815804855454545,470.0,69.0,0.8180146666666667,9.207556,18.59355617857143,1.97566303096875,2.6907176807248985,558.0
Hammen 9,4,5,-8.24,0.26,0.8,29.0,65.0,0.0416,21.119643438775512,2.38133336,3.2872913840896354,4928.0,68.0,0.986498,10.875278,20.849356530612248,2.935716235489372,2.7815804855454545,470.0
Hammen 9,5,5,-8.24,0.26,0.8,35.0,61.5,0.0523,16.205276081632654,3.4490323,5.331862115178572,1122.0,65.0,0.829695,12.082143,21.119643438775512,2.38133336,3.2872913840896354,4928.0
Mastgat 22,0,0,-6.28,0.26,1.0,33.0,59.0,0.0364,12.741038216981137,3.5957271283269234,1.5163817455211266,492.0,80.0,0.100018,2.38,11.149981235849058,0.207713085,0.1064818677777777,398.0
Mastgat 22,1,0,-6.28,0.26,1.0,26.0,58.0,0.0794,18.58650931132076,2.6503307222222223,1.3702,436.0,59.0,0.306891,3.581356,12.741038216981137,3.5957271283269234,1.5163817455211266,492.0
Mastgat 22,2,0,-6.28,0.26,1.0,29.0,65.0,0.0561,20.013529698113206,3.7747723183025954,1.7360011652777776,2766.0,58.0,0.477491,5.644828,18.58650931132076,2.6503307222222223,1.3702,436.0
Mastgat 22,3,0,-6.28,0.26,1.0,33.0,72.0,0.048,19.55673681132075,3.4849411,1.5883708474999998,2266.0,65.0,0.719224,7.271385,20.013529698113206,3.7747723183025954,1.7360011652777776,2766.0
Mastgat 22,4,0,-6.28,0.26,1.0,31.0,60.0,0.0495,17.860171320754713,3.692105292,1.2354394,3044.0,72.0,0.909499,8.854861,19.55673681132075,3.4849411,1.5883708474999998,2266.0
Mastgat 22,5,0,-6.28,0.26,1.0,36.0,54.0,0.0124,14.589688301886794,2.0230268295895524,1.4271162145789476,1278.0,60.0,0.864282,10.388333,17.860171320754713,3.692105292,1.2354394,3044.0
Mastgat 22,0,1,-6.28,0.26,1.0,29.0,73.0,0.0159,11.330885981132075,7.059672499047618,3.293647214583333,1566.0,80.0,0.219611,4.11,8.607471311320754,7.059672499047618,3.293647214583333,1454.0
Mastgat 22,1,1,-6.28,0.26,1.0,31.0,66.0,0.0847,15.366755688679246,4.944837606885714,1.685459768001543,106.0,73.0,0.240264,4.569863,11.330885981132075,7.059672499047618,3.293647214583333,1566.0
Mastgat 22,2,1,-6.28,0.26,1.0,33.0,59.0,0.0426,19.22162441509434,6.270979886999999,2.682105538125,288.0,66.0,0.610591,7.195455,15.366755688679246,4.944837606885714,1.685459768001543,106.0
Mastgat 22,3,1,-6.28,0.26,1.0,34.0,62.0,0.04,22.06337841509433,6.4765258333333335,2.0650831213207548,1784.0,59.0,0.729027,8.6,19.22162441509434,6.270979886999999,2.682105538125,288.0
Mastgat 22,4,1,-6.28,0.26,1.0,45.0,60.0,0.0348,18.39462175471698,4.839833544722222,1.215297471098124,1048.0,62.0,0.89234,9.96,22.06337841509433,6.4765258333333335,2.0650831213207548,1784.0
Mastgat 22,5,1,-6.28,0.26,1.0,15.0,63.0,0.0004,15.483979490566036,5.45013715,1.6713291284077672,1546.0,60.0,0.864282,11.525667,18.39462175471698,4.839833544722222,1.215297471098124,1048.0
Mastgat 22,0,3,-6.28,0.26,1.0,27.0,66.0,0.0164,12.83520771226415,5.541895109558824,2.144807927209303,148.0,80.0,0.211516,4.579348,10.277377179245285,1.896131106052632,1.7871408503703703,310.0
Mastgat 22,1,3,-6.28,0.26,1.0,37.0,62.0,0.0883,16.269431150943394,3.163602416575757,1.5137359785211268,2828.0,66.0,0.394301,5.022353,12.83520771226415,5.541895109558824,2.144807927209303,148.0
Mastgat 22,2,3,-6.28,0.26,1.0,27.0,62.0,0.0774,19.00390739622642,4.6543718583333336,1.883173766351352,1466.0,62.0,0.808439,8.290968,16.269431150943394,3.163602416575757,1.5137359785211268,2828.0
Mastgat 22,3,3,-6.28,0.26,1.0,49.0,67.0,0.0614,20.214054924528305,2.8715939416666663,1.6241203289130437,1240.0,62.0,0.7241255,10.381967,19.00390739622642,4.6543718583333336,1.883173766351352,1466.0
Mastgat 22,4,3,-6.28,0.26,1.0,45.0,60.0,0.0121,18.437189735849056,4.544032979,1.648103609425065,2224.0,67.0,0.9009195,13.390943,20.214054924528305,2.8715939416666663,1.6241203289130437,1240.0
Mastgat 22,5,3,-6.28,0.26,1.0,24.0,58.5,0.0464,12.875170481132075,4.057506821739131,1.6606070599999998,2282.0,60.0,0.864282,13.935094,18.437189735849056,4.544032979,1.648103609425065,2224.0
Mastgat 22,0,4,-6.28,0.26,1.0,39.0,66.0,0.0411,10.250302301886792,2.4954477904,1.793218959411765,1450.0,80.0,0.19,4.2353,8.583208754716981,2.675387172083333,1.7602030609964625,888.0
Mastgat 22,1,4,-6.28,0.26,1.0,18.0,62.0,0.0739,16.51381091509434,5.461240679761905,1.77326140228866,1994.0,66.0,0.3138186666666667,5.839844,10.250302301886792,2.4954477904,1.793218959411765,1450.0
Mastgat 22,2,4,-6.28,0.26,1.0,35.0,62.0,0.0622,18.72584798113208,3.9146663112820512,1.0457951088,1092.0,62.0,0.6321736666666666,7.170877,16.51381091509434,5.461240679761905,1.77326140228866,1994.0
Mastgat 22,3,4,-6.28,0.26,1.0,36.0,67.0,0.0674,19.641378518867924,3.4396224,1.3135686176883117,1714.0,62.0,0.7241255,9.348387,18.72584798113208,3.9146663112820512,1.0457951088,1092.0
Mastgat 22,4,4,-6.28,0.26,1.0,28.0,60.0,0.0456,19.17140688679245,4.609378386296296,1.2625908159346593,342.0,67.0,0.9009195,11.773704,19.641378518867924,3.4396224,1.3135686176883117,1714.0
Mastgat 22,5,4,-6.28,0.26,1.0,31.0,58.5,0.0681,15.955754160377358,2.34518283497614,1.9258010945192303,1706.0,60.0,0.864282,13.049138,19.17140688679245,4.609378386296296,1.2625908159346593,342.0
Mastgat 22,0,5,-6.28,0.26,1.0,36.0,66.0,0.0356,11.859952891509437,3.953591855227273,1.4289597520706483,780.0,80.0,0.79,4.19,8.813831849056603,3.631869805,0.9025829034615384,752.0
Mastgat 22,1,5,-6.28,0.26,1.0,28.0,62.0,0.0608,16.76184943396226,3.4482157787653565,1.802377545705384,1406.0,66.0,0.3138186666666667,5.47,11.859952891509437,3.953591855227273,1.4289597520706483,780.0
Mastgat 22,2,5,-6.28,0.26,1.0,28.0,62.0,0.0789,19.56893323584906,4.777635055200935,1.6459212213636365,558.0,62.0,0.6321736666666666,7.1715,16.76184943396226,3.4482157787653565,1.802377545705384,1406.0
Mastgat 22,3,5,-6.28,0.26,1.0,34.0,67.0,0.0658,21.453366896226413,4.377963530439585,2.1894290742331286,470.0,62.0,0.7241255,9.381111,19.56893323584906,4.777635055200935,1.6459212213636365,558.0
Mastgat 22,4,5,-6.28,0.26,1.0,29.0,60.0,0.0009,21.39220905660377,4.367216417638889,1.9154924138559448,4928.0,67.0,0.9009195,11.619697,21.453366896226413,4.377963530439585,2.1894290742331286,470.0
Mastgat 22,5,5,-6.28,0.26,1.0,28.0,58.5,0.0588,17.18830049056604,7.0217772619104935,1.293181241079948,1122.0,60.0,0.864282,11.644595,21.39220905660377,4.367216417638889,1.9154924138559448,4928.0
Mastgat 6-7,0,0,-7.65,0.16,0.65,33.0,71.0,0.0511,12.730235819444443,2.8657335175000003,1.5064972883928571,492.0,80.0,0.100018,2.38,11.135805534722222,0.76181869,0.2207418091666666,398.0
Mastgat 6-7,1,0,-7.65,0.16,0.65,26.0,51.0,0.0804,18.55624961805556,2.48272248,1.737551675,436.0,71.0,0.40358,4.067606,12.730235819444443,2.8657335175000003,1.5064972883928571,492.0
Mastgat 6-7,2,0,-7.65,0.16,0.65,29.0,52.0,0.0494,19.982029166666663,3.529861417551724,1.609447446016949,2766.0,51.0,0.652408,6.158824,18.55624961805556,2.48272248,1.737551675,436.0
Mastgat 6-7,3,0,-7.65,0.16,0.65,33.0,70.0,0.0357,19.566654000000003,4.1507421375,1.91245385,2266.0,52.0,0.749611,7.591154,19.982029166666663,3.529861417551724,1.609447446016949,2766.0
Mastgat 6-7,4,0,-7.65,0.16,0.65,31.0,69.0,0.0598,17.85373576388889,3.5040955512820515,1.4019566363157896,3044.0,70.0,0.922176,8.767714,19.566654000000003,4.1507421375,1.91245385,2266.0
Mastgat 6-7,5,0,-7.65,0.16,0.65,36.0,67.0,0.0133,14.605314055555557,3.917454446349206,1.6721308,1278.0,69.0,0.998509,10.621739,17.85373576388889,3.5040955512820515,1.4019566363157896,3044.0
Mastgat 6-7,0,1,-7.65,0.16,0.65,29.0,74.0,0.0276,11.30619448611111,6.767344881125001,3.1855531795505616,1566.0,80.0,0.219611,4.11,8.548485381944444,6.767344881125001,3.1855531795505616,1454.0
Mastgat 6-7,1,1,-7.65,0.16,0.65,31.0,65.0,0.0755,15.36126476388889,4.278992889755283,2.0549815008150816,106.0,74.0,0.249269,4.909459,11.30619448611111,6.767344881125001,3.1855531795505616,1566.0
Mastgat 6-7,2,1,-7.65,0.16,0.65,33.0,63.0,0.0449,19.20858530555556,5.660831554012539,2.997911318757576,288.0,65.0,0.555989,7.249231,15.36126476388889,4.278992889755283,2.0549815008150816,106.0
Mastgat 6-7,3,1,-7.65,0.16,0.65,34.0,61.0,0.0407,22.033230034722223,5.263965358730159,2.451037340123457,1784.0,63.0,0.681759,8.73,19.20858530555556,5.660831554012539,2.997911318757576,288.0
Mastgat 6-7,4,1,-7.65,0.16,0.65,45.0,69.0,0.0307,18.39807027777778,3.1153002559139784,1.108798070768116,1048.0,61.0,0.94157,10.115246,22.033230034722223,5.263965358730159,2.451037340123457,1784.0
Mastgat 6-7,5,1,-7.65,0.16,0.65,15.0,60.0,0.0503,15.50026382638889,5.515256075789473,1.5414228491666666,1546.0,69.0,0.998509,11.495862,18.39807027777778,3.1153002559139784,1.108798070768116,1048.0
Mastgat 6-7,0,2,-7.65,0.16,0.65,40.0,72.5,0.0156,11.94177076736111,3.93415475,3.4309947257377043,578.0,80.0,0.3022289999999999,2.74,9.700820694444444,0.4545444789,5.15796339375,366.0
Mastgat 6-7,1,2,-7.65,0.16,0.65,28.0,58.0,0.1017,16.181632138888887,2.6954740286666667,1.8000968983333334,1320.0,72.5,0.352044,3.3625,11.94177076736111,3.93415475,3.4309947257377043,578.0
Mastgat 6-7,2,2,-7.65,0.16,0.65,28.0,57.5,0.07,19.25803484722222,4.0765099438356165,2.0384165820059583,1062.0,58.0,0.451125,6.21,16.181632138888887,2.6954740286666667,1.8000968983333334,1320.0
Mastgat 6-7,0,3,-7.65,0.16,0.65,27.0,72.5,0.0271,12.786493493055556,5.120009119166666,2.3245739303917525,148.0,80.0,0.211516,4.579348,10.272389083333334,1.640324372718447,1.8880905007339448,310.0
Mastgat 6-7,1,3,-7.65,0.16,0.65,37.0,58.0,0.0699,16.232706513888886,2.8830895260604894,1.9085364902350024,2828.0,72.5,0.403283,5.309857,12.786493493055556,5.120009119166666,2.3245739303917525,148.0
Mastgat 6-7,2,3,-7.65,0.16,0.65,27.0,57.5,0.1118,18.93781981944444,4.008193377069364,2.387821165701389,1466.0,58.0,0.700088,7.897241,16.232706513888886,2.8830895260604894,1.9085364902350024,2828.0
Mastgat 6-7,3,3,-7.65,0.16,0.65,49.0,65.5,0.0405,20.20948430555556,2.8376910944444447,1.8491723263013704,1240.0,57.5,0.6424463333333333,10.915873,18.93781981944444,4.008193377069364,2.387821165701389,1466.0
Mastgat 6-7,4,3,-7.65,0.16,0.65,45.0,69.0,0.0212,18.422040472222225,4.173417770537634,1.688073791904762,2224.0,65.5,0.931873,12.900513,20.20948430555556,2.8376910944444447,1.8491723263013704,1240.0
Mastgat 6-7,5,3,-7.65,0.16,0.65,24.0,63.5,0.1144,12.859362069444444,3.0791584000000003,1.6477945921212118,2282.0,69.0,0.998509,13.855128,18.422040472222225,4.173417770537634,1.688073791904762,2224.0
Mastgat 6-7,0,4,-7.65,0.16,0.65,39.0,72.5,0.051,10.20377792361111,2.5626502248870966,2.2417817841463417,1450.0,80.0,0.19,4.2353,8.519113083333332,1.8504569531481485,1.829350915,888.0
Mastgat 6-7,1,4,-7.65,0.16,0.65,18.0,58.0,0.0774,16.44186082638889,5.182038418852459,1.9232606763316065,1994.0,72.5,0.352044,6.224265,10.20377792361111,2.5626502248870966,2.2417817841463417,1450.0
Mastgat 6-7,2,4,-7.65,0.16,0.65,35.0,57.5,0.0806,18.679431277777777,3.8919631416,1.3303526402380952,1092.0,58.0,0.5899025,7.616727,16.44186082638889,5.182038418852459,1.9232606763316065,1994.0
Mastgat 6-7,3,4,-7.65,0.16,0.65,36.0,65.5,0.0061,19.59747230555556,3.241701382592592,1.827759273411765,1714.0,57.5,0.6424463333333333,10.438871,18.679431277777777,3.8919631416,1.3303526402380952,1092.0
Mastgat 6-7,4,4,-7.65,0.16,0.65,28.0,69.0,0.0467,19.13001546527778,4.380744022115969,1.3225454686610028,342.0,65.5,0.931873,10.658727,19.59747230555556,3.241701382592592,1.827759273411765,1714.0
Mastgat 6-7,5,4,-7.65,0.16,0.65,31.0,63.5,0.0715,15.93762484722222,2.245490083467988,2.4052320182596683,1706.0,69.0,0.998509,11.967049,19.13001546527778,4.380744022115969,1.3225454686610028,342.0
Mastgat 6-7,0,5,-7.65,0.16,0.65,36.0,72.5,0.0464,11.824242496527775,2.9146400119097224,1.4451821023563216,780.0,80.0,0.79,4.19,8.78761225,2.020479146842105,1.1350591631578948,752.0
Mastgat 6-7,1,5,-7.65,0.16,0.65,28.0,58.0,0.0217,16.675076770833336,2.199158898035714,2.495139102395833,1406.0,72.5,0.352044,5.86,11.824242496527775,2.9146400119097224,1.4451821023563216,780.0
Mastgat 6-7,2,5,-7.65,0.16,0.65,28.0,57.5,0.0822,19.51802023611111,2.381741350863821,1.6246121595134575,558.0,58.0,0.5899025,6.466842,16.675076770833336,2.199158898035714,2.495139102395833,1406.0
Mastgat 6-7,3,5,-7.65,0.16,0.65,34.0,65.5,0.0021,21.415874506944444,3.543415427724137,1.8212382537654324,470.0,57.5,0.6424463333333333,8.767692,19.51802023611111,2.381741350863821,1.6246121595134575,558.0
Mastgat 6-7,4,5,-7.65,0.16,0.65,29.0,69.0,0.0664,21.402931416666668,3.623909814666667,1.9517579733333337,4928.0,65.5,0.931873,8.837742,21.415874506944444,3.543415427724137,1.8212382537654324,470.0
Mastgat 6-7,5,5,-7.65,0.16,0.65,28.0,63.5,0.0343,17.18867245138889,3.798344809155503,1.398524707236842,1122.0,69.0,0.998509,10.764,21.402931416666668,3.623909814666667,1.9517579733333337,4928.0
OSWD 185,0,0,-2.26,0.2,0.61,33.0,67.0,0.0158,12.919285264285714,2.8657335175000003,3.1549841451627905,492.0,80.0,0.100018,2.38,11.203614971428571,6.44104761225926,4.353817729137931,398.0
OSWD 185,1,0,-2.26,0.2,0.61,26.0,58.0,0.0442,18.463222564285715,1.9637426,2.46237965,436.0,67.0,0.161122,2.901493,12.919285264285714,2.8657335175000003,3.1549841451627905,492.0
OSWD 185,2,0,-2.26,0.2,0.61,29.0,79.0,0.0563,19.991586228571432,2.66197305,3.976043632401316,2766.0,58.0,0.27489,4.051724,18.463222564285715,1.9637426,2.46237965,436.0
OSWD 185,3,0,-2.26,0.2,0.61,33.0,60.0,0.0208,19.506698542857144,2.0938798,2.4820757,2266.0,79.0,0.497585,5.684684,19.991586228571432,2.66197305,3.976043632401316,2766.0
OSWD 185,4,0,-2.26,0.2,0.61,31.0,94.0,0.0625,17.852600428571428,1.1715436982692309,2.6483212,3044.0,60.0,0.709385,6.372,19.506698542857144,2.0938798,2.4820757,2266.0
OSWD 185,5,0,-2.26,0.2,0.61,36.0,72.0,0.0537,14.656557725000004,1.8516653686079545,3.3999197,1278.0,94.0,0.738401,8.310638,17.852600428571428,1.1715436982692309,2.6483212,3044.0
OSWD 185,0,1,-2.26,0.2,0.61,29.0,69.0,0.0457,11.52551355,6.590483541492366,5.010978274436364,1566.0,80.0,0.219611,4.11,8.392554964285715,6.590483541492366,5.010978274436364,1454.0
OSWD 185,1,1,-2.26,0.2,0.61,31.0,73.0,0.0395,15.394557357142851,1.7594936847069256,3.3477500301398604,106.0,69.0,0.242781,5.434783,11.52551355,6.590483541492366,5.010978274436364,1566.0
OSWD 185,2,1,-2.26,0.2,0.61,33.0,61.0,0.0382,19.32458627142857,3.8692964344545455,4.548319666386613,288.0,73.0,0.435033,6.658904,15.394557357142851,1.7594936847069256,3.3477500301398604,106.0
OSWD 185,3,1,-2.26,0.2,0.61,34.0,58.0,0.0389,22.118243978571428,3.4156870594488185,3.107167445526316,1784.0,61.0,0.48513,7.92,19.32458627142857,3.8692964344545455,4.548319666386613,288.0
OSWD 185,4,1,-2.26,0.2,0.61,45.0,94.0,0.0444,18.49761355714286,2.638785110054348,1.493277105629044,1048.0,58.0,0.6252,9.243448,22.118243978571428,3.4156870594488185,3.107167445526316,1784.0
OSWD 185,5,1,-2.26,0.2,0.61,15.0,74.0,0.0257,15.507243478571429,3.01512625,1.9703585011764708,1546.0,94.0,0.8014125,11.243387,18.49761355714286,2.638785110054348,1.493277105629044,1048.0
OSWD 185,0,2,-2.26,0.2,0.61,40.0,68.0,0.0146,11.953214742857142,5.295013207692309,4.355653844097223,578.0,80.0,0.3022289999999999,2.74,9.562371785714284,0.4545444789,5.15796339375,366.0
OSWD 185,1,2,-2.26,0.2,0.61,28.0,65.5,0.0663,16.28444293571429,1.752866076666667,3.1883816787538946,1320.0,68.0,0.2301373333333333,3.322727,11.953214742857142,5.295013207692309,4.355653844097223,578.0
