Date,System,Plot Location,Monitoring Period,Location ID,Color ID,Month,Year,Latitude,Longitude,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Survival Percentage (%),Number of Days,Living Mussel Count,Ash Free Dry Weight (g),Cooked Flesh Weight (g),Individual Weight (g),Mussel Size Measure,Shell Length (mm),Growth (g per day),Growth (mm per day),Median SST (C),Mode SST (C),Median Chlorophyll (mg per m3),Mode Chlorophyll (mg per m3),Median Turbidity (NTU),Mode Turbidity (NTU),Precipitation
2018-05-15,OS,Mastgat 22,1.0,8,deepskyblue,Mei,2018.0,51.62133,4.08528,-6.28,0.26,1.0,91.25,29.0,73.0,0.240264,25.989209,4.569863,151.132557,39.252466,0.0159,0.0901,11.330885981132075,10.109079476415094,7.059672499047618,7.059672499047618,3.293647214583333,3.293647214583333,1566.0
2018-06-15,OS,Mastgat 22,2.0,8,deepskyblue,Juni,2018.0,51.62133,4.08528,-6.28,0.26,1.0,82.5,31.0,66.0,0.610591,35.396926,7.195455,97.18326,44.86,0.0847,0.1809,15.366755688679246,16.654551382075475,4.944837606885714,4.795163031944444,1.685459768001543,0.9508702697569448,106.0
2018-07-18,OS,Mastgat 22,3.0,8,deepskyblue,Juli,2018.0,51.62133,4.08528,-6.28,0.26,1.0,73.75,33.0,59.0,0.729027,33.51,8.6,81.684392,46.71,0.0426,0.0561,19.22162441509434,17.45622974932615,6.270979886999999,6.609968274229301,2.682105538125,2.4980053125,288.0
2018-08-21,OS,Mastgat 22,4.0,8,deepskyblue,Augustus,2018.0,51.62133,4.08528,-6.28,0.26,1.0,77.5,34.0,62.0,0.89234,33.869348,9.96,70.790808,47.77,0.04,0.0312,22.06337841509433,21.020305272237195,6.4765258333333335,3.10809135,2.0650831213207548,1.460235765333333,1784.0
2018-10-05,OS,Mastgat 22,5.0,8,deepskyblue,September,2018.0,51.62133,4.08528,-6.28,0.26,1.0,73.8084523825,45.0,60.0,0.864282,34.216387,11.525667,61.40174,51.885833,0.0348,0.0915,18.39462175471698,18.958970094339627,4.839833544722222,2.295588334375,1.215297471098124,0.6786226171527778,1048.0
2018-10-20,OS,Mastgat 22,6.0,8,deepskyblue,Oktober,2018.0,51.62133,4.08528,-6.28,0.26,1.0,78.75,15.0,63.0,0.855397,31.599449,11.531746,61.370192,52.7682113,0.0004,0.0588,15.483979490566036,15.465498532075472,5.45013715,6.188636725480952,1.6713291284077672,1.8760114056619048,1546.0
2019-04-12,OS,Mastgat 22,0.0,8,deepskyblue,April,2019.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.739113886792452,9.739113886792452,0.4545444789,0.4545444789,5.15796339375,5.15796339375,366.0
2020-04-15,OS,Mastgat 22,0.0,8,deepskyblue,April,2020.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.277377179245285,10.277377179245285,1.896131106052632,1.896131106052632,1.7871408503703703,1.7871408503703703,310.0
2020-05-12,OS,Mastgat 22,1.0,8,deepskyblue,Mei,2020.0,51.62133,4.08528,-6.28,0.26,1.0,99.0,27.0,66.0,0.394301,33.596861,5.022353,137.967321,40.06,0.0164,0.1089,12.83520771226415,13.073599056603772,5.541895109558824,5.3508883475,2.144807927209303,2.363859356458115,148.0
2020-06-18,OS,Mastgat 22,2.0,8,deepskyblue,Juni,2020.0,51.62133,4.08528,-6.28,0.26,1.0,88.57142857,37.0,62.0,0.808439,41.893627,8.290968,84.646258,47.125645,0.0883,0.191,16.269431150943394,16.88530470013477,3.163602416575757,1.6226354750000005,1.5137359785211268,0.9914438125266176,2828.0
2020-07-15,OS,Mastgat 22,3.0,8,deepskyblue,Juli,2020.0,51.62133,4.08528,-6.28,0.26,1.0,87.14285714,27.0,62.0,0.7241255,42.553292,10.381967,67.985183,49.47,0.0774,0.0868,19.00390739622642,18.90565145440252,4.6543718583333336,5.001081940291666,1.883173766351352,1.4200670762373735,1466.0
2020-09-02,OS,Mastgat 22,4.0,8,deepskyblue,Augustus,2020.0,51.62133,4.08528,-6.28,0.26,1.0,75.71428571,49.0,67.0,0.9009195,40.128501,13.390943,53.050594,52.23,0.0614,0.0563,20.214054924528305,20.26327307816712,2.8715939416666663,1.7814986511666666,1.6241203289130437,1.023961220909091,1240.0
2020-10-17,OS,Mastgat 22,5.0,8,deepskyblue,September,2020.0,51.62133,4.08528,-6.28,0.26,1.0,75.71,45.0,60.0,0.864282,39.204669,13.935094,51.030626,54.52,0.0121,0.0509,18.437189735849056,18.47749617806604,4.544032979,4.300283072222223,1.648103609425065,1.6748694037499998,2224.0
2020-11-10,OS,Mastgat 22,6.0,8,deepskyblue,Oktober,2020.0,51.62133,4.08528,-6.28,0.26,1.0,82.85714286,24.0,58.5,0.8528104999999999,36.022824,15.047931,47.349079,56.21,0.0464,0.0704,12.875170481132075,12.546609893867924,4.057506821739131,2.0834941806666665,1.6606070599999998,1.340245149643049,2282.0
2021-04-19,OS,Mastgat 22,0.0,8,deepskyblue,April,2021.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.583208754716981,8.583208754716981,2.675387172083333,2.675387172083333,1.7602030609964625,1.7602030609964625,888.0
2021-05-28,OS,Mastgat 22,1.0,8,deepskyblue,Mei,2021.0,51.62133,4.08528,-6.28,0.26,1.0,91.42857143,39.0,66.0,0.3138186666666667,27.745819,5.839844,119.10933,40.774531,0.0411,0.1095,10.250302301886792,9.99306132277628,2.4954477904,1.4502552653044871,1.793218959411765,1.681655589166667,1450.0
2021-06-15,OS,Mastgat 22,2.0,8,deepskyblue,Juni,2021.0,51.62133,4.08528,-6.28,0.26,1.0,81.42857143,18.0,62.0,0.6321736666666666,32.712727,7.170877,97.50787,43.424737,0.0739,0.1472,16.51381091509434,17.961993034591195,5.461240679761905,1.7364266346111117,1.77326140228866,1.4870384985599,1994.0
2021-07-20,OS,Mastgat 22,3.0,8,deepskyblue,Juli,2021.0,51.62133,4.08528,-6.28,0.26,1.0,88.57142857,35.0,62.0,0.7241255,36.266391,9.348387,75.300948,47.168871,0.0622,0.107,18.72584798113208,18.93998482075472,3.9146663112820512,2.1364281651125,1.0457951088,0.991915305,1092.0
2021-08-25,OS,Mastgat 22,4.0,8,deepskyblue,Augustus,2021.0,51.62133,4.08528,-6.28,0.26,1.0,77.14285714,36.0,67.0,0.9009195,38.571518,11.773704,60.140704,50.735556,0.0674,0.0991,19.641378518867924,19.70638168018868,3.4396224,1.943247636780612,1.3135686176883117,0.9356646729166668,1714.0
2021-09-22,OS,Mastgat 22,5.0,8,deepskyblue,September,2021.0,51.62133,4.08528,-6.28,0.26,1.0,82.85714286,28.0,60.0,0.864282,39.013014,13.049138,54.404444,52.123448,0.0456,0.0496,19.17140688679245,19.236677306603774,4.609378386296296,2.4544886466666664,1.2625908159346593,1.1211732471814346,342.0
2021-10-23,OS,Mastgat 22,6.0,8,deepskyblue,Oktober,2021.0,51.62133,4.08528,-6.28,0.26,1.0,81.42857143,31.0,58.5,0.8528104999999999,31.901131,15.160877,47.005263,55.688772,0.0681,0.115,15.955754160377358,14.479008586477988,2.34518283497614,1.575637196344697,1.9258010945192303,1.1820491087028302,1706.0
2022-04-11,OS,Mastgat 22,0.0,8,deepskyblue,April,2022.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.813831849056603,8.813831849056603,3.631869805,3.631869805,0.9025829034615384,0.9025829034615384,752.0
2022-05-17,OS,Mastgat 22,1.0,8,deepskyblue,Mei,2022.0,51.62133,4.08528,-6.28,0.26,1.0,85.0,36.0,66.0,0.3138186666666667,26.55,5.47,126.951539,38.7,0.0356,0.1022,11.859952891509437,11.889521856469,3.953591855227273,1.9985310889507577,1.4289597520706483,0.5923300203064515,780.0
2022-06-14,OS,Mastgat 22,2.0,8,deepskyblue,Juni,2022.0,51.62133,4.08528,-6.28,0.26,1.0,66.66666667,28.0,62.0,0.6321736666666666,39.48616,7.1715,97.499617,42.5255,0.0608,0.1366,16.76184943396226,17.416198761792455,3.4482157787653565,1.7481543027777775,1.802377545705384,0.9380625292592591,1406.0
2022-07-12,OS,Mastgat 22,3.0,8,deepskyblue,Juli,2022.0,51.62133,4.08528,-6.28,0.26,1.0,45.0,28.0,62.0,0.7241255,39.997631,9.381111,75.044937,46.64037,0.0789,0.147,19.56893323584906,19.791311948113208,4.777635055200935,1.1418295740294118,1.6459212213636365,1.5026094958333334,558.0
2022-08-15,OS,Mastgat 22,4.0,8,deepskyblue,Augustus,2022.0,51.62133,4.08528,-6.28,0.26,1.0,55.0,34.0,67.0,0.9009195,45.364454,11.619697,60.917429,49.939394,0.0658,0.097,21.453366896226413,21.283548361185986,4.377963530439585,2.183031945730159,2.1894290742331286,1.1761711116666669,470.0
2022-09-13,OS,Mastgat 22,5.0,8,deepskyblue,September,2022.0,51.62133,4.08528,-6.28,0.26,1.0,61.66666667,29.0,60.0,0.864282,37.439944,11.644595,60.790484,50.921431385714286,0.0009,0.0339,21.39220905660377,21.12707128773585,4.367216417638889,2.3380449454385963,1.9154924138559448,2.316787965773809,4928.0
2022-10-11,OS,Mastgat 22,6.0,8,deepskyblue,Oktober,2022.0,51.62133,4.08528,-6.28,0.26,1.0,56.66666667,28.0,58.5,0.8528104999999999,32.744695,13.290882,53.439806,51.437353,0.0588,0.0184,17.18830049056604,15.68816054245283,7.0217772619104935,1.3267207272,1.293181241079948,0.8961408041666666,1122.0
2017-04-29,OS,Mastgat 6-7,0.0,1,red,April,2017.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.135805534722222,11.135805534722222,0.76181869,0.7618186900000001,0.2207418091666666,0.2207418091666666,398.0
2017-06-01,OS,Mastgat 6-7,1.0,1,red,Mei,2017.0,51.62522,4.05562,-7.65,0.16,0.65,88.75,33.0,71.0,0.40358,44.217452,4.067606,169.441109,36.01507,0.0511,0.1729,12.730235819444443,11.610118160714286,2.8657335175000003,1.7817053815353447,1.5064972883928571,1.4748247761600002,492.0
2017-06-27,OS,Mastgat 6-7,2.0,1,red,Juni,2017.0,51.62522,4.05562,-7.65,0.16,0.65,63.75,26.0,51.0,0.652408,38.713785,6.158824,113.093046,40.534902,0.0804,0.1738,18.55624961805556,19.88822801736111,2.48272248,1.614192875,1.737551675,1.1687523448214288,436.0
2017-07-26,OS,Mastgat 6-7,3.0,1,red,Juli,2017.0,51.62522,4.05562,-7.65,0.16,0.65,65.0,29.0,52.0,0.749611,38.833156,7.591154,92.242793,43.000962,0.0494,0.085,19.982029166666663,19.78205607986111,3.529861417551724,1.13215784,1.609447446016949,1.4911863464285713,2766.0
2017-08-28,OS,Mastgat 6-7,4.0,1,red,Augustus,2017.0,51.62522,4.05562,-7.65,0.16,0.65,92.5,33.0,70.0,0.922176,39.722032,8.767714,80.157349,45.281286,0.0357,0.0691,19.566654000000003,19.622285131944444,4.1507421375,2.2339946955,1.91245385,1.0311826155,2266.0
2017-09-28,OS,Mastgat 6-7,5.0,1,red,September,2017.0,51.62522,4.05562,-7.65,0.16,0.65,86.25,31.0,69.0,0.998509,36.676218,10.621739,66.489027,48.59,0.0598,0.1067,17.85373576388889,16.149882185763886,3.5040955512820515,3.850648680887821,1.4019566363157896,0.942124958102564,3044.0
2017-11-03,OS,Mastgat 6-7,6.0,1,red,Oktober,2017.0,51.62522,4.05562,-7.65,0.16,0.65,83.75,36.0,67.0,0.816284,29.905189,11.099494114285712,67.141657,49.723746000000006,0.0133,0.0315,14.605314055555557,14.606623962094908,3.917454446349206,2.15995681875,1.6721308,1.2127899251999998,1278.0
2018-04-16,OS,Mastgat 6-7,0.0,1,red,April,2018.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.548485381944444,8.548485381944444,6.767344881125001,6.767344881125001,3.1855531795505616,3.1855531795505616,1454.0
2018-05-15,OS,Mastgat 6-7,1.0,1,red,Mei,2018.0,51.62522,4.05562,-7.65,0.16,0.65,92.5,29.0,74.0,0.249269,23.864575,4.909459,141.029207,39.230541,0.0276,0.0893,11.30619448611111,10.071065369791668,6.767344881125001,6.767344881125001,3.1855531795505616,3.1855531795505616,1566.0
2018-06-15,OS,Mastgat 6-7,2.0,1,red,Juni,2018.0,51.62522,4.05562,-7.65,0.16,0.65,81.25,31.0,65.0,0.555989,34.061969,7.249231,96.48058,44.43,0.0755,0.1677,15.36126476388889,13.889746330439811,4.278992889755283,4.464483227142858,2.0549815008150816,1.2919191578832545,106.0
2018-07-18,OS,Mastgat 6-7,3.0,1,red,Juli,2018.0,51.62522,4.05562,-7.65,0.16,0.65,78.75,33.0,63.0,0.681759,31.14,8.73,80.478424,46.27,0.0449,0.0558,19.20858530555556,19.174390724206354,5.660831554012539,6.024224593727142,2.997911318757576,3.4961284340208336,288.0
2018-08-21,OS,Mastgat 6-7,4.0,1,red,Augustus,2018.0,51.62522,4.05562,-7.65,0.16,0.65,76.25,34.0,61.0,0.94157,35.265708,10.115246,69.73172,48.09,0.0407,0.0535,22.033230034722223,21.01347088492064,5.263965358730159,2.9427035026666664,2.451037340123457,1.4184074750045248,1784.0
2018-10-05,OS,Mastgat 6-7,5.0,1,red,September,2018.0,51.62522,4.05562,-7.65,0.16,0.65,63.52571428500001,45.0,69.0,0.998509,32.133001,11.495862,61.556884,50.774828,0.0307,0.0597,18.39807027777778,18.96482433730159,3.1153002559139784,1.9251345029,1.108798070768116,1.106239940476744,1048.0
2018-10-20,OS,Mastgat 6-7,6.0,1,red,Oktober,2018.0,51.62522,4.05562,-7.65,0.16,0.65,75.0,15.0,60.0,0.975392,32.318367,12.25,57.860607,52.46,0.0503,0.1123,15.50026382638889,15.49449157083333,5.515256075789473,5.1363148277777775,1.5414228491666666,1.496314784092593,1546.0
2019-04-12,OS,Mastgat 6-7,0.0,1,red,April,2019.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.700820694444444,9.700820694444444,0.4545444789,0.4545444789,5.15796339375,5.15796339375,366.0
2019-05-22,OS,Mastgat 6-7,1.0,1,red,Mei,2019.0,51.62522,4.05562,-7.65,0.16,0.65,50.0,40.0,72.5,0.352044,25.799257,3.3625,203.983645,33.834,0.0156,0.0511,11.94177076736111,11.723897552083333,3.93415475,2.0650906372990194,3.4309947257377043,3.688070848482144,578.0
2019-06-19,OS,Mastgat 6-7,2.0,1,red,Juni,2019.0,51.62522,4.05562,-7.65,0.16,0.65,27.5,28.0,58.0,0.451125,15.32,6.21,112.184626,40.53,0.1017,0.2391,16.181632138888887,16.419547244791666,2.6954740286666667,2.1694317005,1.8000968983333334,1.3724132072222222,1320.0
2019-07-17,OS,Mastgat 6-7,3.0,1,red,Juli,2019.0,51.62522,4.05562,-7.65,0.16,0.65,16.25,28.0,57.5,0.495969,22.66,8.17,85.867497,43.18,0.07,0.0946,19.25803484722222,19.461891631944447,4.0765099438356165,3.895727237677778,2.0384165820059583,1.415101643357143,1062.0
2020-04-15,OS,Mastgat 6-7,0.0,1,red,April,2020.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.272389083333334,10.272389083333334,1.640324372718447,1.6403243727184469,1.8880905007339448,1.888090500733945,310.0
2020-05-12,OS,Mastgat 6-7,1.0,1,red,Mei,2020.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,27.0,72.5,0.403283,31.658102,5.309857,130.681673,40.37,0.0271,0.1204,12.786493493055556,13.02751497048611,5.120009119166666,5.483132293627451,2.3245739303917525,2.682057976607143,148.0
2020-06-18,OS,Mastgat 6-7,2.0,1,red,Juni,2020.0,51.62522,4.05562,-7.65,0.16,0.65,82.85714286,37.0,58.0,0.700088,35.278578,7.897241,88.756646,46.49569,0.0699,0.1656,16.232706513888886,16.865231832341273,2.8830895260604894,1.404262194666667,1.9085364902350024,1.2950277309444445,2828.0
2020-07-15,OS,Mastgat 6-7,3.0,1,red,Juli,2020.0,51.62522,4.05562,-7.65,0.16,0.65,90.0,27.0,57.5,0.6424463333333333,36.877999,10.915873,64.742375,50.17,0.1118,0.1361,18.93781981944444,18.85204930555556,4.008193377069364,6.665636391458333,2.387821165701389,3.145836722981284,1466.0
2020-09-02,OS,Mastgat 6-7,4.0,1,red,Augustus,2020.0,51.62522,4.05562,-7.65,0.16,0.65,55.71428571,49.0,65.5,0.931873,40.050087,12.900513,55.015221,51.77,0.0405,0.0327,20.20948430555556,20.239050907738097,2.8376910944444447,1.9272165240873007,1.8491723263013704,1.2629154103773588,1240.0
2020-10-17,OS,Mastgat 6-7,5.0,1,red,September,2020.0,51.62522,4.05562,-7.65,0.16,0.65,55.71,45.0,69.0,0.998509,38.160452,13.855128,51.317652,53.1,0.0212,0.0296,18.422040472222225,18.48098780078125,4.173417770537634,3.32105125,1.688073791904762,0.6634738870312499,2224.0
2020-11-10,OS,Mastgat 6-7,6.0,1,red,Oktober,2020.0,51.62522,4.05562,-7.65,0.16,0.65,71.42857143,24.0,63.5,0.895838,35.637349,16.6,43.029181,58.06,0.1144,0.2067,12.859362069444444,12.54608921875,3.0791584000000003,3.3588295724780703,1.6477945921212118,1.5441605217335423,2282.0
2021-04-19,OS,Mastgat 6-7,0.0,1,red,April,2021.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.519113083333332,8.519113083333332,1.8504569531481485,1.8504569531481485,1.829350915,1.829350915,888.0
2021-05-28,OS,Mastgat 6-7,1.0,1,red,Mei,2021.0,51.62522,4.05562,-7.65,0.16,0.65,97.14285714,39.0,72.5,0.352044,26.650916,6.224265,111.934046,41.6275,0.051,0.1314,10.20377792361111,9.918882435515872,2.5626502248870966,1.3160422680339503,2.2417817841463417,1.1043793130555557,1450.0
2021-06-15,OS,Mastgat 6-7,2.0,1,red,Juni,2021.0,51.62522,4.05562,-7.65,0.16,0.65,78.57142857,18.0,58.0,0.5899025,35.326554,7.616727,91.940938,43.494364,0.0774,0.1037,16.44186082638889,17.90772483564815,5.182038418852459,2.9318600593590904,1.9232606763316065,2.061468428325962,1994.0
2021-07-20,OS,Mastgat 6-7,3.0,1,red,Juli,2021.0,51.62522,4.05562,-7.65,0.16,0.65,88.57142857,35.0,57.5,0.6424463333333333,36.632623,10.438871,67.623974,48.500968,0.0806,0.143,18.679431277777777,18.65589980833333,3.8919631416,2.07205934168,1.3303526402380952,0.990396114,1092.0
2021-08-25,OS,Mastgat 6-7,4.0,1,red,Augustus,2021.0,51.62522,4.05562,-7.65,0.16,0.65,78.57142857,36.0,65.5,0.931873,38.118145,10.658727,66.264173,49.4667999,0.0061,0.0268,19.59747230555556,19.63574156041667,3.241701382592592,1.6273825790641023,1.827759273411765,1.0619045782080612,1714.0
2021-09-22,OS,Mastgat 6-7,5.0,1,red,September,2021.0,51.62522,4.05562,-7.65,0.16,0.65,87.14285714,28.0,69.0,0.998509,38.485459,11.967049,59.193526,51.072459,0.0467,0.0573,19.13001546527778,19.20128186342593,4.380744022115969,2.096034251679558,1.3225454686610028,0.8280467604086021,342.0
2021-10-23,OS,Mastgat 6-7,6.0,1,red,Oktober,2021.0,51.62522,4.05562,-7.65,0.16,0.65,75.71428571,31.0,63.5,0.895838,29.821201,14.182642,50.162356,53.446415,0.0715,0.0766,15.93762484722222,14.474221585069444,2.245490083467988,1.7854996701051462,2.4052320182596683,1.3020417820868946,1706.0
2022-04-11,OS,Mastgat 6-7,0.0,1,red,April,2022.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.78761225,8.78761225,2.020479146842105,2.020479146842105,1.1350591631578948,1.1350591631578948,752.0
2022-05-17,OS,Mastgat 6-7,1.0,1,red,Mei,2022.0,51.62522,4.05562,-7.65,0.16,0.65,70.0,36.0,72.5,0.352044,25.06,5.86,118.691226,38.0,0.0464,0.0828,11.824242496527775,11.846645122519842,2.9146400119097224,1.5515416196467091,1.4451821023563216,1.2409518608173076,780.0
2022-06-14,OS,Mastgat 6-7,2.0,1,red,Juni,2022.0,51.62522,4.05562,-7.65,0.16,0.65,31.66666667,28.0,58.0,0.5899025,27.891267,6.466842,107.839966,40.124737,0.0217,0.0759,16.675076770833336,17.355760562500002,2.199158898035714,1.3725686719861114,2.495139102395833,1.0816333342857145,1406.0
2022-07-12,OS,Mastgat 6-7,3.0,1,red,Juli,2022.0,51.62522,4.05562,-7.65,0.16,0.65,43.33333333,28.0,57.5,0.6424463333333333,31.773118,8.767692,80.157544,44.165385,0.0822,0.1443,19.51802023611111,19.76051302430556,2.381741350863821,0.9840017361868688,1.6246121595134575,1.6395710267857142,558.0
2022-08-15,OS,Mastgat 6-7,4.0,1,red,Augustus,2022.0,51.62522,4.05562,-7.65,0.16,0.65,51.66666667,34.0,65.5,0.931873,35.003833,8.837742,79.538276,46.542581,0.0021,0.0699,21.415874506944444,21.237855145833333,3.543415427724137,1.8798573762909088,1.8212382537654324,1.1761711116666669,470.0
2022-09-13,OS,Mastgat 6-7,5.0,1,red,September,2022.0,51.62522,4.05562,-7.65,0.16,0.65,25.0,29.0,69.0,0.998509,36.8822,10.764,65.632487,47.53,0.0664,0.034,21.402931416666668,21.09497968055556,3.623909814666667,3.908451104739584,1.9517579733333337,2.392019905469219,4928.0
2022-10-11,OS,Mastgat 6-7,6.0,1,red,Oktober,2022.0,51.62522,4.05562,-7.65,0.16,0.65,36.66666667,28.0,63.5,0.895838,26.868507,11.725455,60.381879,49.043182,0.0343,0.054,17.18867245138889,15.682244811921295,3.798344809155503,2.243503698,1.398524707236842,0.6724786961103896,1122.0
2017-04-29,OS,OSWD 185,0.0,4,yellowgreen,April,2017.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.203614971428571,11.203614971428571,6.44104761225926,6.44104761225926,4.353817729137931,4.353817729137931,398.0
2017-06-01,OS,OSWD 185,1.0,4,yellowgreen,Mei,2017.0,51.55148,3.94803,-2.26,0.2,0.61,83.75,33.0,67.0,0.161122,31.121399,2.901493,235.510104,32.075224,0.0158,0.0535,12.919285264285714,11.674068750510203,2.8657335175000003,1.8051229054444444,3.1549841451627905,1.9229964438208955,492.0
2017-06-27,OS,OSWD 185,2.0,4,yellowgreen,Juni,2017.0,51.55148,3.94803,-2.26,0.2,0.61,72.5,26.0,58.0,0.27489,28.93617,4.051724,170.088363,35.227241,0.0442,0.1212,18.463222564285715,19.929755820238096,1.9637426,2.023734475,2.46237965,1.680281902006803,436.0
2017-07-26,OS,OSWD 185,3.0,4,yellowgreen,Juli,2017.0,51.55148,3.94803,-2.26,0.2,0.61,98.75,29.0,79.0,0.497585,35.919303,5.684684,122.276687,39.398354,0.0563,0.1438,19.991586228571432,19.82781056428572,2.66197305,1.4430243826338027,3.976043632401316,1.637158837123288,2766.0
2017-08-28,OS,OSWD 185,4.0,4,yellowgreen,Augustus,2017.0,51.55148,3.94803,-2.26,0.2,0.61,91.25,33.0,60.0,0.709385,41.494036,6.372,109.404014,40.398182,0.0208,0.0303,19.506698542857144,19.66725813673469,2.0938798,1.8021050678571424,2.4820757,1.300136457,2266.0
2017-09-28,OS,OSWD 185,5.0,4,yellowgreen,September,2017.0,51.55148,3.94803,-2.26,0.2,0.61,117.5,31.0,94.0,0.738401,36.482335,8.310638,84.450996,45.26,0.0625,0.1568,17.852600428571428,16.166555191666664,1.1715436982692309,0.6358201539435674,2.6483212,1.2465542206333786,3044.0
2017-11-03,OS,OSWD 185,6.0,4,yellowgreen,Oktober,2017.0,51.55148,3.94803,-2.26,0.2,0.61,90.0,36.0,72.0,0.76519,29.608136,10.243056,68.883594,49.71,0.0537,0.1236,14.656557725000004,14.60168045464286,1.8516653686079545,1.8707261963823527,3.3999197,2.3188614168,1278.0
2018-04-16,OS,OSWD 185,0.0,4,yellowgreen,April,2018.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.392554964285715,8.392554964285715,6.590483541492366,6.590483541492366,5.010978274436364,5.010978274436364,1454.0
2018-05-15,OS,OSWD 185,1.0,4,yellowgreen,Mei,2018.0,51.55148,3.94803,-2.26,0.2,0.61,86.25,29.0,69.0,0.242781,25.733333,5.434783,127.876612,39.593913,0.0457,0.1018,11.52551355,10.954340608333334,6.590483541492366,6.590483541492366,5.010978274436364,5.010978274436364,1566.0
2018-06-15,OS,OSWD 185,2.0,4,yellowgreen,Juni,2018.0,51.55148,3.94803,-2.26,0.2,0.61,91.25,31.0,73.0,0.435033,28.594939,6.658904,104.807434,42.99,0.0395,0.1096,15.394557357142851,13.9371409375,1.7594936847069256,1.7977839065174572,3.3477500301398604,2.250721516477032,106.0
2018-07-18,OS,OSWD 185,3.0,4,yellowgreen,Juli,2018.0,51.55148,3.94803,-2.26,0.2,0.61,76.25,33.0,61.0,0.48513,26.3,7.92,88.514317,45.6,0.0382,0.0791,19.32458627142857,19.352100070408163,3.8692964344545455,3.54078460625,4.548319666386613,3.445680575625,288.0
2018-08-21,OS,OSWD 185,4.0,4,yellowgreen,Augustus,2018.0,51.55148,3.94803,-2.26,0.2,0.61,72.5,34.0,58.0,0.6252,26.624636,9.243448,76.133989,48.03,0.0389,0.0715,22.118243978571428,22.23873967755102,3.4156870594488185,3.5837850367811748,3.107167445526316,2.8591086238067227,1784.0
2018-10-05,OS,OSWD 185,5.0,4,yellowgreen,September,2018.0,51.55148,3.94803,-2.26,0.2,0.61,71.036285714,45.0,94.0,0.8014125,28.200089,11.243387,62.903678,51.701129,0.0444,0.0816,18.49761355714286,18.961688352040813,2.638785110054348,1.4435580994791668,1.493277105629044,0.6894042487149341,1048.0
2018-10-20,OS,OSWD 185,6.0,4,yellowgreen,Oktober,2018.0,51.55148,3.94803,-2.26,0.2,0.61,92.5,15.0,74.0,0.788914,32.470202,11.628406042857144,63.635082,52.36,0.0257,0.0439,15.507243478571429,15.486075971428573,3.01512625,2.575952400615846,1.9703585011764708,1.5285919807273514,1546.0
2019-04-12,OS,OSWD 185,0.0,4,yellowgreen,April,2019.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.562371785714284,9.562371785714284,0.4545444789,0.4545444789,5.15796339375,5.15796339375,366.0
2019-05-22,OS,OSWD 185,1.0,4,yellowgreen,Mei,2019.0,51.55148,3.94803,-2.26,0.2,0.61,82.5,40.0,68.0,0.2301373333333333,30.095759,3.322727,206.362931,34.471515,0.0146,0.067,11.953214742857142,11.90038134419643,5.295013207692309,1.903557250941752,4.355653844097223,3.332448154244792,578.0
2019-06-19,OS,OSWD 185,2.0,4,yellowgreen,Juni,2019.0,51.55148,3.94803,-2.26,0.2,0.61,51.25,28.0,65.5,0.34635,13.42,5.18,133.873505,38.6,0.0663,0.1474,16.28444293571429,16.4789155125,1.752866076666667,1.3555659652142855,3.1883816787538946,1.7945704145959591,1320.0
2019-07-17,OS,OSWD 185,3.0,4,yellowgreen,Juli,2019.0,51.55148,3.94803,-2.26,0.2,0.61,10.0,28.0,70.0,0.5982,27.17,7.3,95.826573,41.99,0.0757,0.1211,19.36875711428572,19.52962001785714,3.2678641828689248,1.4483555519319444,2.9386181865000003,1.3631048088074071,1062.0
